RecordID,Timestamp,Hostname,EventID,Provider,Level,Account,SourceIP,Process,CommandLine,FilePath,SHA256,Message,Mitre_Tactic,Mitre_Technique,Mitre_Technique_ID,Notes
895,2025-06-27 21:58:33,WIN-HOST-052,4627,Microsoft-Windows-Security-Auditing,Information,Administrator,214.142.81.240,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\db9e1cd7.tmp,ca27fed3479e3d1f7cd347646918d878e8d2e860353b7e0151fa3b1f3f715ab8,Group membership information.,Impact,System Shutdown/Reboot,T1529,
896,2025-07-05 14:33:15,WIN-HOST-075,4625,Microsoft-Windows-Eventlog,Warning,krbtgt,241.119.50.148,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\ac644dd8.tmp,b79d0f7a9912fbdd01be1b251ade76c96529eefdeff9cae0f3cd044e30b41123,Multiple failed logon attempts detected.,Credential Access,Brute Force,T1110,Failed logon count: 15
897,2025-07-30 05:01:30,WIN-HOST-036,4672,Microsoft-Windows-Security-Auditing,Information,Guest,27.168.74.145,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\301f32d4.tmp,9b179eecc3f892095814c35de3da71cdebccefff296643fd53b8a68feb306978,Special privileges assigned to new logon.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
898,2025-08-26 10:51:12,WIN-HOST-018,1102,Microsoft-Windows-Security-Auditing,Information,SYSTEM,188.224.90.99,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\bb99fe6a.tmp,dcb6cc1db782e7ae387c60786f96b5826bb8e8b5c25b2601ad94882a919edd2e,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
899,2025-09-15 06:22:40,WIN-HOST-023,1,Microsoft-Windows-Sysmon,Information,svc_sql,39.25.191.219,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg5 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\fb6d8837.tmp,2083ca7090f68c3fb359b06b59e1143d8864b39dfcec0f60d9a36bd2ba13d067,Process Create.,Exfiltration,Exfiltration Over C2 Channel,T1041,
900,2025-07-06 01:22:45,WIN-HOST-010,4625,Microsoft-Windows-Security-Auditing,Warning,IIS_APPPOOL\DefaultAppPool,196.127.155.5,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\7b8f4eef.tmp,bfee8f4bd591abc3b535aced25a838ffb7e7ef31e31d773389f73398629f279b,An account failed to log on.,Defense Evasion,Masquerading,T1036,
901,2025-08-20 08:39:21,WIN-HOST-064,7045,Service Control Manager,Information,alice,139.239.74.118,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\41ff76e5.tmp,e15cb3e7ad2db1840cd544ecd79827e9b7761934b93a1a42d769dcebf185965b,A service was installed in the system.,Persistence,Boot or Logon Autostart Execution,T1547,
902,2025-06-24 09:51:56,WIN-HOST-016,5145,Microsoft-Windows-Security-Auditing,Information,svc_sql,96.87.151.207,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\d5cd46ca.tmp,f9cce1320a6dafd4d0dd7f51c4eb57666940c7e3699ddd6f9e6f7924d684c796,A network share object was checked to see whether client can be granted desired access.,Discovery,System Network Connections Discovery,T1049,
903,2025-08-31 16:34:19,WIN-HOST-072,5156,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,42.5.91.105,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\04ab069f.tmp,cf961b046066ff4a8bca7b8486fda71e12e813a12bbdfcb76814dd05b83cd64f,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
904,2025-08-11 02:05:02,WIN-HOST-063,3,Microsoft-Windows-Sysmon,Information,Administrator,146.124.94.167,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg5 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\b9c24fa2.tmp,2043df37cabce33511ec71d9e8b481cd4f33df30437f653fdc7fa77e4de8a89c,Network Connection detected.,Lateral Movement,Remote Services,T1021,
905,2025-09-02 16:28:34,WIN-HOST-065,3,Microsoft-Windows-Sysmon,Warning,SYSTEM,67.109.151.123,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\e4e2bd1e.tmp,2325f9cfe2b77b495240ae83f7dd3e71b2dadf8466efbff57246763029fcdd08,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
906,2025-08-21 05:55:10,WIN-HOST-042,11,Microsoft-Windows-Sysmon,Error,SYSTEM,151.40.156.94,C:\Windows\System32\svchost.exe,"C:\Windows\System32\svchost.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\SYSTEM\AppData\Local\Temp\7b431cfb.tmp,1d0b6583f59a4b402c2db38b02e82dcf85236aa6713c998f850183cdf6a57b60,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
907,2025-07-01 06:18:39,WIN-HOST-075,5156,Microsoft-Windows-Security-Auditing,Information,SYSTEM,97.109.65.200,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg3 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\744bf97e.tmp,8ddc4a959955010bfca203e5d5271a4278acf254d406598eb808b42d77f75971,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
908,2025-08-14 18:11:25,WIN-HOST-008,5145,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,63.99.160.101,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg3 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\020d8c50.tmp,c4cf534492f53a7096ec52612fcbb107a77c49949a177121d4a008666aa0e2f3,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
909,2025-09-09 14:46:43,WIN-HOST-009,3001,Microsoft-Windows-InternetExplorer,Information,svc_updater,86.108.147.204,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\da61e487.tmp,1d7230494a0097ad47b4988e9b2c2fd59df7a79b863faf8ffc9db8fdb2f8823e,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
910,2025-09-14 05:36:39,WIN-HOST-059,5156,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,230.194.203.183,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg1 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\eb8d0de4.tmp,eb19dd288f75794cd9ec86f83bb0da6c8ffb4e82f9b6e827e43437079f70d576,Windows Filtering Platform has permitted a connection.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
911,2025-08-03 06:13:37,WIN-HOST-076,3,Microsoft-Windows-Sysmon,Information,SYSTEM,99.234.192.161,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\da2c84e0.tmp,dbde9cac704ed6765ee8d656ffa89bdd589f46ea22e9d121c760d0ca60bc4f5a,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
912,2025-07-12 18:52:39,WIN-HOST-027,4625,Microsoft-Windows-Security-Auditing,Warning,john.doe,86.236.14.85,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg3 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\1cea965c.tmp,e4d5e4f26b1860cc362552a15d948f463e3656dc01eab8faa7bc89bf1481d2cd,An account failed to log on.,Exfiltration,Exfiltration Over C2 Channel,T1041,
913,2025-08-06 12:46:27,WIN-HOST-026,5156,Microsoft-Windows-Security-Auditing,Information,alice,137.44.107.51,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg3 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\e40a2e84.tmp,2c7876806eb2276ca3c7e9a70fc602143e236add6942a94a58aa8e41b8a08ba8,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
914,2025-08-19 23:54:02,WIN-HOST-074,4624,Microsoft-Windows-Security-Auditing,Information,svc_sql,245.59.160.32,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg5 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\1b3ca4b7.tmp,af866bac106e9d5568fce438fe7dbe33a5ee9fd3f278a363c70927e77791b865,An account was successfully logged on.,Impact,Service Stop,T1489,
915,2025-07-22 09:33:45,WIN-HOST-044,5156,Microsoft-Windows-Security-Auditing,Warning,svc_updater,135.243.201.164,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\a8fd9ffe.tmp,a5a88ae4671439b14f06b0e12fb84b80deeb04a54371497a08ea8e8faadf3dce,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
916,2025-09-10 10:04:21,WIN-HOST-039,4702,Microsoft-Windows-Sysmon,Error,bob,138.58.1.41,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\78d79263.tmp,e97411ccee27e41db4cccccfe34978b323672dadfc75559000c585f40a09e7e5,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
917,2025-07-19 04:26:09,WIN-HOST-066,5156,Microsoft-Windows-Eventlog,Warning,alice,220.218.140.193,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\e05be904.tmp,aaf013580cd974818fedb339ecf28606321548a9cb351706fde323b7f63f7d18,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
918,2025-06-29 20:51:44,WIN-HOST-060,1,Microsoft-Windows-Sysmon,Information,svc_updater,232.38.100.132,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\05a27704.tmp,61b7c6a7b4f22d433a96501cc6cc20fb01f349672a51607bbde33c0dc7484976,Process Create.,Credential Access,Input Capture: Keylogging,T1056.001,
919,2025-07-19 00:15:14,WIN-HOST-008,3,Microsoft-Windows-Sysmon,Information,bob,93.65.26.197,C:\Program Files\Mozilla Firefox\firefox.exe,"C:\Program Files\Mozilla Firefox\firefox.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\bob\AppData\Local\Temp\9e7df746.tmp,d551feade778546b9ebeb2ed8ee88bb1cc7a75be067d95d44fbdd659a8645e75,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
920,2025-07-07 09:23:27,WIN-HOST-039,4688,Microsoft-Windows-Security-Auditing,Information,svc_sql,105.149.143.209,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg3 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\10443eca.tmp,3e6cf253426c77e1f6b50c21a455e5ccc43f8f3240080159a73cf56f9d736ad7,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
921,2025-08-23 23:08:35,WIN-HOST-077,4688,Microsoft-Windows-Security-Auditing,Information,svc_backup,61.13.63.253,C:\Windows\System32\taskhostw.exe,"C:\Windows\System32\taskhostw.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\svc_backup\AppData\Local\Temp\34f2da9d.tmp,bbb7fa370fe0e2b3690e4e287eeabb2d1ab350f6eb53cbd972a9c7bd6b99d39f,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
922,2025-08-25 00:26:56,WIN-HOST-040,4624,Microsoft-Windows-Security-Auditing,Information,alice,111.166.104.28,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\d09d2c3b.tmp,5024395ef85eab832f3750e3e07d4c1ddd81f8b9b6064df221fb946e5fef32b6,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
923,2025-09-02 09:22:30,WIN-HOST-035,1102,Service Control Manager,Information,Guest,205.180.173.171,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg5 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\9ba240cb.tmp,97aae033f0d8af3f5d96c0a1eab946d26986d024fcb1dfae0149f5f6cc704c2c,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
924,2025-06-27 02:11:21,WIN-HOST-006,1,Microsoft-Windows-Sysmon,Information,alice,229.129.98.15,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg5 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\9a8ccf9b.tmp,8bd7738d9fafc5cb4faeecac2a9ebd9984a7b3ac715d4739894ce8f5b80bbc8d,Process Create.,Defense Evasion,Timestomping,T1099,
925,2025-06-25 16:03:01,WIN-HOST-009,4688,Microsoft-Windows-Eventlog,Warning,svc_sql,226.190.128.225,C:\Windows\System32\rundll32.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\6d51adaa.tmp,8d2126e7744e6588cb356427d0c16fb9ff2d525faf181681178823ecb1a52e50,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
926,2025-09-06 23:53:09,WIN-HOST-074,7045,Service Control Manager,Information,bob,64.118.126.33,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\9c79709d.tmp,7bd959e2c826a8c3ef2b7d644ea4255242e69d7d002a53f6e6288f155ed1e906,A service was installed in the system.,Privilege Escalation,Valid Accounts,T1078,
927,2025-07-21 15:01:20,WIN-HOST-016,7045,Service Control Manager,Information,john.doe,188.187.133.154,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\0642a5bb.tmp,2ad287700d4968db404136e4fc95e000ea1de763c89340aa2fcdbc840c8b957a,A service was installed in the system.,Defense Evasion,Masquerading,T1036,
928,2025-08-25 22:55:53,WIN-HOST-055,4702,Microsoft-Windows-Sysmon,Information,svc_backup,27.88.41.201,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg3 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\0b5705a1.tmp,db28787a8292b101ed44d38e95b7802b5b30b1fff053d9076cca936e94bfb187,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
929,2025-08-24 04:07:53,WIN-HOST-076,5145,Microsoft-Windows-Security-Auditing,Information,SYSTEM,136.145.124.245,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\c16e2daf.tmp,6604829cf42c477d58f68fa3790c1ce0f5ca4aead55d2db9f4dad621f7c59b51,A network share object was checked to see whether client can be granted desired access.,Impact,Service Stop,T1489,
930,2025-07-26 21:01:44,WIN-HOST-055,5156,Microsoft-Windows-Security-Auditing,Information,alice,246.155.213.150,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg2 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\02f32683.tmp,756162c13c4d439c4c5bd5a7c79d79b6b5ce9b62abdccad274f0421f25a88140,Windows Filtering Platform has permitted a connection.,Privilege Escalation,Valid Accounts,T1078,
931,2025-08-02 17:21:36,WIN-HOST-048,5156,Microsoft-Windows-Security-Auditing,Information,svc_updater,171.237.226.182,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg5 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\cbb964bb.tmp,65c997cd35301e2ef3884bb18be552abc9ecb3980980b8b3c85d2f3aa7a77ee6,Windows Filtering Platform has permitted a connection.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
932,2025-08-18 20:03:33,WIN-HOST-047,3001,Microsoft-Windows-InternetExplorer,Information,IIS_APPPOOL\DefaultAppPool,113.65.79.88,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\402f3f57.tmp,2dbd1dfb82964424f5557f97f1fa21ed28265a1e23bd56dc41e9e7dd04f604d5,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
933,2025-06-20 17:46:58,WIN-HOST-033,8,Microsoft-Windows-Sysmon,Information,svc_updater,193.180.253.68,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\0df7f520.tmp,a73df14bcc85b55efb4dedd1e2706828ca722f9dfbdf07fd9ac4367210a332f1,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
934,2025-06-23 10:16:55,WIN-HOST-021,7,Microsoft-Windows-Sysmon,Warning,alice,8.172.120.79,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\470e660c.tmp,83cb11729b36cb8de638dae0602ce1bed439d9042b008ec5d4fa627dbdd53fc6,Image loaded (DLL).,Discovery,File and Directory Discovery,T1083,
935,2025-07-04 04:26:29,WIN-HOST-063,5156,Microsoft-Windows-Sysmon,Warning,alice,16.253.113.100,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg5 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\8b19d29a.tmp,d27e9205bfb460b26da8c6c0370f17fd00062322ffa7d121b6cc4f40e87c5d9f,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
936,2025-07-12 08:45:00,WIN-HOST-004,4672,Microsoft-Windows-Security-Auditing,Information,SYSTEM,161.81.237.2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\77f1a13a.tmp,4ff18d4174e87d656a0fa2c96ae397ad3cfe4181417e1f246848231ab16fc22d,Special privileges assigned to new logon.,Defense Evasion,Masquerading,T1036,
937,2025-09-17 13:32:24,WIN-HOST-052,7045,Microsoft-Windows-Security-Auditing,Information,svc_backup,21.13.40.235,C:\Windows\System32\sc.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\3a540004.tmp,af77bdae00300856d455a18a0c3d39bd39c95a0a2ca55f657dd44ff6f5d1f787,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
938,2025-07-10 13:58:57,WIN-HOST-017,4663,Microsoft-Windows-Security-Auditing,Information,krbtgt,81.196.36.59,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\b72d76a2.tmp,f151eb75504de2189dcd203f618f4318b337915419fbc0584fdbe4021dd9e7da,An attempt was made to access an object.,Lateral Movement,Remote Services,T1021,
939,2025-08-23 13:16:44,WIN-HOST-023,4702,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,204.173.233.46,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\c2fbcaae.tmp,f1079cf1827d80fe7dab0c9bbbe4f7f3b8b483115d7468f49268e803e843f3c0,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
940,2025-08-31 04:52:28,WIN-HOST-051,5156,Microsoft-Windows-Security-Auditing,Information,svc_sql,118.97.122.59,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\a2c3b860.tmp,e8508f64d6f90e546774ca671be376ab23bb39fa4695269733b119503c7f45b5,Windows Filtering Platform has permitted a connection.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
941,2025-09-01 11:28:38,WIN-HOST-007,7,Microsoft-Windows-Sysmon,Warning,svc_sql,153.179.86.141,C:\Windows\System32\taskhostw.exe,"C:\Windows\System32\taskhostw.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\svc_sql\AppData\Local\Temp\2dd33e53.tmp,6302d0ead1ee41d7871346cd30d0b9b7268dcd6a9683fe090b3cd768297c4bf6,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
942,2025-09-01 08:17:31,WIN-HOST-073,5156,Microsoft-Windows-Security-Auditing,Information,Administrator,172.113.181.49,C:\Windows\System32\svchost.exe,"C:\Windows\System32\svchost.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\Administrator\AppData\Local\Temp\fe7d8d4b.tmp,46e55e26afa67ded1e1df83cff20b6945ec9f7c2b49a510b36f60d8fa8219b3c,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
943,2025-08-29 03:20:39,WIN-HOST-025,1,Microsoft-Windows-Sysmon,Information,svc_updater,191.22.227.233,C:\Windows\System32\rundll32.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\9b62d523.tmp,d0fb95a0a4420875cfd19cf315d001b1750e21427d28398ed315ad0f453e119c,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
944,2025-08-28 19:16:49,WIN-HOST-077,7045,Microsoft-Windows-Sysmon,Warning,svc_backup,48.122.26.203,C:\Windows\System32\sc.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\190d4ba7.tmp,76343e82bc34c2775b2342c0bd4f5c2bf5e6d7abff55abab01c564fb94e9a230,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
945,2025-09-03 16:38:08,WIN-HOST-004,3,Microsoft-Windows-Sysmon,Error,svc_updater,63.145.196.25,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\57854922.tmp,bfa0a5aa4914cb53994f340c67e184191ad6360c3cd6e80c57c08f924cd7884d,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
946,2025-09-16 20:39:33,WIN-HOST-061,4625,Microsoft-Windows-Security-Auditing,Warning,Guest,152.225.213.76,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\6dadd05d.tmp,7233b129570ace596dc7e47be13b97ee003fb16638d3cd0868f7dc3a9513f7be,An account failed to log on.,Initial Access,Exploit Public-Facing Application,T1190,
947,2025-09-12 03:48:15,WIN-HOST-007,3001,Microsoft-Windows-InternetExplorer,Information,john.doe,207.82.133.247,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg3 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\5a9bdb2c.tmp,0949217883a0f84351e0336f90fc42a79abba756cb74b7677b118559266dcc7e,User clicked on compromised web resource.,Initial Access,Drive-by Compromise,T1189,Possible drive-by compromise.
948,2025-07-19 16:47:58,WIN-HOST-049,4663,Microsoft-Windows-Security-Auditing,Information,svc_updater,171.215.211.241,C:\Windows\System32\taskhostw.exe,"C:\Windows\System32\taskhostw.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\svc_updater\AppData\Local\Temp\7f3790ac.tmp,71b3f3a237ad967013baa63e0223cd0960b3e575e2fbd4d4de321498fae18816,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
949,2025-07-23 12:04:28,WIN-HOST-023,4624,Microsoft-Windows-Security-Auditing,Information,svc_updater,128.245.139.129,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg3 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\c291097f.tmp,19c35a4ce70726226cfbc549456a365febe6abf412c6a7c80ba4d4337b9c8812,An account was successfully logged on.,Credential Access,Input Capture: Keylogging,T1056.001,
950,2025-08-03 09:59:25,WIN-HOST-017,8,Microsoft-Windows-Sysmon,Information,Administrator,110.212.122.109,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg1 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\7ffad770.tmp,b8924bd14aed72283ae07f4698419ecff7960df3af58facb9bfbf691618d0b6e,CreateRemoteThread detected.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
951,2025-09-13 13:48:06,WIN-HOST-017,5156,Microsoft-Windows-Security-Auditing,Information,alice,191.113.90.40,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\126f2741.tmp,34cbbaab167d14eb3cc550d90b58194dd30470f759e6f8b5b812d469fe48b5c7,Windows Filtering Platform has permitted a connection.,Credential Access,Input Capture: Keylogging,T1056.001,
